drug_name,list_of_conditions,inn_name,brand_names,type_of_action
levonorgestrel,menopausal conditions,levonorgestrel,seasonale,binder
levonorgestrel,contraceptive,levonorgestrel,seasonale,binder
levonorgestrel,menopausal conditions,levonorgestrel,fallback solo,binder
levonorgestrel,contraceptive,levonorgestrel,fallback solo,binder
levonorgestrel,menopausal conditions,levonorgestrel,camreselo 91 day,binder
levonorgestrel,contraceptive,levonorgestrel,camreselo 91 day,binder
levonorgestrel,menopausal conditions,levonorgestrel,balcoltra 28 day,binder
levonorgestrel,contraceptive,levonorgestrel,balcoltra 28 day,binder
levonorgestrel,menopausal conditions,levonorgestrel,lillow 28 day,binder
levonorgestrel,contraceptive,levonorgestrel,lillow 28 day,binder
levonorgestrel,menopausal conditions,levonorgestrel,mirena,binder
levonorgestrel,contraceptive,levonorgestrel,mirena,binder
levonorgestrel,menopausal conditions,levonorgestrel,daysee 91 day,binder
levonorgestrel,contraceptive,levonorgestrel,daysee 91 day,binder
levonorgestrel,menopausal conditions,levonorgestrel,her style,binder
levonorgestrel,contraceptive,levonorgestrel,her style,binder
levonorgestrel,menopausal conditions,levonorgestrel,jaimiess 91 day,binder
levonorgestrel,contraceptive,levonorgestrel,jaimiess 91 day,binder
levonorgestrel,menopausal conditions,levonorgestrel,lo simpesse,binder
levonorgestrel,contraceptive,levonorgestrel,lo simpesse,binder
levonorgestrel,menopausal conditions,levonorgestrel,chateal 28 day,binder
levonorgestrel,contraceptive,levonorgestrel,chateal 28 day,binder
levonorgestrel,menopausal conditions,levonorgestrel,ayuna 28 day pack,binder
levonorgestrel,contraceptive,levonorgestrel,ayuna 28 day pack,binder
levonorgestrel,menopausal conditions,levonorgestrel,new day,binder
levonorgestrel,contraceptive,levonorgestrel,new day,binder
levonorgestrel,menopausal conditions,levonorgestrel,bionafem,binder
levonorgestrel,contraceptive,levonorgestrel,bionafem,binder
levonorgestrel,menopausal conditions,levonorgestrel,ashlyna 91 day,binder
levonorgestrel,contraceptive,levonorgestrel,ashlyna 91 day,binder
levonorgestrel,menopausal conditions,levonorgestrel,next choice,binder
levonorgestrel,contraceptive,levonorgestrel,next choice,binder
levonorgestrel,menopausal conditions,levonorgestrel,simpesse,binder
levonorgestrel,contraceptive,levonorgestrel,simpesse,binder
levonorgestrel,menopausal conditions,levonorgestrel,camrese 91 day,binder
levonorgestrel,contraceptive,levonorgestrel,camrese 91 day,binder
levonorgestrel,menopausal conditions,levonorgestrel,fayosim 91 day,binder
levonorgestrel,contraceptive,levonorgestrel,fayosim 91 day,binder
levonorgestrel,menopausal conditions,levonorgestrel,kyleena,binder
levonorgestrel,contraceptive,levonorgestrel,kyleena,binder
levonorgestrel,menopausal conditions,levonorgestrel,falmina 28 day,binder
levonorgestrel,contraceptive,levonorgestrel,falmina 28 day,binder
warfarin,stroke,warfarin,,inhibitor
calcitriol,thyroid disorders,calcitriol,rocaltrol,agonist
calcitriol,thyroid disorders,calcitriol,vectical,agonist
vitamin d3,thyroid disorders,cholecalciferol,citranatal harmony,antagonist
vitamin d3,thyroid disorders,cholecalciferol,fosavance,antagonist
vitamin d3,thyroid disorders,cholecalciferol,mvc-fluoride,antagonist
vitamin d3,thyroid disorders,cholecalciferol,infuvite,antagonist
vitamin d3,thyroid disorders,cholecalciferol,animi-3 with vitamin d,antagonist
vitamin d3,thyroid disorders,cholecalciferol,natafort,antagonist
vitamin d3,thyroid disorders,cholecalciferol,infuvite pediatric,antagonist
vitamin d3,thyroid disorders,cholecalciferol,fosamax plus d,antagonist
vitamin d3,thyroid disorders,cholecalciferol,adrovance,antagonist
vitamin d3,thyroid disorders,cholecalciferol,pregvit,antagonist
vitamin d3,thyroid disorders,cholecalciferol,vidextra,antagonist
vitamin d3,thyroid disorders,cholecalciferol,citranatal b-calm kit,antagonist
